,School Year,Grade Level,Count of Students
262.0,20082009,K,17
262.0,20052006,3,17
262.0,20012002,1,20
262.0,20012002,2,18
262.0,20012002,3,16
262.0,20012002,4,20
262.0,20012002,5,15
262.0,20022003,K,13
262.0,20022003,1,9
262.0,20022003,2,21
262.0,20022003,3,19
262.0,20022003,4,21
262.0,20022003,5,22
262.0,20032004,K,12
262.0,20032004,1,12
262.0,20012002,K,10
262.0,20032004,3,22
262.0,20032004,2,10
262.0,20052006,2,13
262.0,20052006,1,10
262.0,20052006,K,13
262.0,20042005,5,20
262.0,20042005,4,24
262.0,20052006,4,11
262.0,20042005,2,16
262.0,20042005,1,10
262.0,20042005,K,12
262.0,20032004,5,18
262.0,20042005,3,11
262.0,20032004,4,16
264.0,20082009,K,27
264.0,20072008,5,42
264.0,20072008,4,41
264.0,20072008,3,24
264.0,20072008,2,41
264.0,20062007,5,34
264.0,20072008,K,37
264.0,20082009,1,40
264.0,20062007,4,38
264.0,20062007,3,41
264.0,20062007,2,23
264.0,20062007,1,38
264.0,20072008,1,43
264.0,20082009,2,46
264.0,20082009,5,40
264.0,20082009,4,25
264.0,20092010,K,40
264.0,20092010,1,31
264.0,20092010,2,38
264.0,20102011,5,37
264.0,20092010,4,41
264.0,20092010,5,31
264.0,20102011,K,46
264.0,20102011,1,45
264.0,20102011,2,39
264.0,20102011,3,44
264.0,20062007,K,35
264.0,20102011,4,39
264.0,20082009,3,39
264.0,20092010,3,44
264.0,20052006,4,37
264.0,20052006,3,45
264.0,20052006,5,43
264.0,20012002,K,32
264.0,20012002,1,33
264.0,20012002,2,36
264.0,20012002,3,32
264.0,20012002,4,36
264.0,20012002,5,39
264.0,20022003,K,33
264.0,20022003,2,36
264.0,20022003,3,31
264.0,20022003,4,36
264.0,20022003,5,39
264.0,20032004,K,41
264.0,20022003,1,31
264.0,20032004,2,32
264.0,20032004,1,35
264.0,20052006,1,25
264.0,20052006,K,37
264.0,20042005,5,31
264.0,20042005,4,47
264.0,20042005,3,35
264.0,20052006,2,42
264.0,20042005,1,46
264.0,20042005,K,27
264.0,20032004,5,37
264.0,20032004,4,30
264.0,20032004,3,44
264.0,20042005,2,40
266.0,20072008,4,37
266.0,20072008,3,29
266.0,20072008,2,38
266.0,20072008,1,39
266.0,20072008,K,33
266.0,20062007,3,38
266.0,20062007,4,48
266.0,20062007,2,33
266.0,20062007,1,38
266.0,20062007,K,38
266.0,20072008,5,48
266.0,20062007,5,32
266.0,20082009,K,36
266.0,20102011,4,38
266.0,20082009,2,35
266.0,20082009,3,32
266.0,20082009,4,29
266.0,20082009,5,39
266.0,20092010,K,46
266.0,20092010,1,34
266.0,20092010,2,34
266.0,20092010,3,32
266.0,20092010,4,31
266.0,20092010,5,30
266.0,20102011,K,44
266.0,20102011,5,39
266.0,20052006,5,41
266.0,20082009,1,30
266.0,20052006,4,40
266.0,20102011,3,33
266.0,20052006,2,36
266.0,20102011,1,47
266.0,20012002,K,43
266.0,20012002,1,44
266.0,20012002,2,32
266.0,20012002,3,32
266.0,20012002,4,34
266.0,20012002,5,32
266.0,20022003,K,44
266.0,20022003,1,43
266.0,20022003,2,38
266.0,20022003,3,31
266.0,20022003,4,33
266.0,20022003,5,32
266.0,20032004,K,40
266.0,20032004,1,46
266.0,20032004,2,45
266.0,20032004,3,40
266.0,20032004,4,27
266.0,20032004,5,33
266.0,20042005,K,30
266.0,20042005,1,42
266.0,20042005,2,46
266.0,20042005,3,38
266.0,20042005,4,36
266.0,20042005,5,30
266.0,20052006,K,36
266.0,20052006,1,36
266.0,20052006,3,43
266.0,20102011,2,31
268.0,20102011,K,55
268.0,20012002,K,36
268.0,20062007,2,41
268.0,20062007,3,36
268.0,20062007,4,33
268.0,20062007,5,44
268.0,20072008,K,38
268.0,20072008,1,46
268.0,20072008,2,39
268.0,20072008,3,43
268.0,20072008,4,35
268.0,20072008,5,35
268.0,20082009,K,44
268.0,20082009,1,39
268.0,20062007,1,39
268.0,20082009,2,49
268.0,20082009,4,40
268.0,20082009,5,38
268.0,20092010,K,40
268.0,20092010,1,53
268.0,20092010,2,48
268.0,20092010,3,52
268.0,20102011,1,40
268.0,20102011,2,61
268.0,20102011,3,46
268.0,20102011,4,55
268.0,20102011,5,44
268.0,20092010,5,39
268.0,20082009,3,37
268.0,20062007,K,47
268.0,20092010,4,42
268.0,20052006,4,48
268.0,20012002,1,25
268.0,20012002,2,33
268.0,20012002,3,25
268.0,20012002,4,21
268.0,20012002,5,30
268.0,20022003,K,24
268.0,20022003,1,36
268.0,20022003,2,29
268.0,20022003,3,37
268.0,20022003,4,29
268.0,20022003,5,17
268.0,20032004,K,30
268.0,20032004,1,19
268.0,20052006,5,33
268.0,20032004,3,33
268.0,20032004,2,39
268.0,20052006,3,28
268.0,20052006,2,35
268.0,20052006,1,33
268.0,20042005,5,28
268.0,20042005,4,34
268.0,20052006,K,38
268.0,20042005,2,20
268.0,20042005,1,37
268.0,20042005,K,31
268.0,20032004,5,28
268.0,20032004,4,32
268.0,20042005,3,45
270.0,20072008,3,4
270.0,20082009,K,1
270.0,20072008,5,8
270.0,20072008,4,3
270.0,20072008,2,3
270.0,20062007,2,5
270.0,20072008,K,3
270.0,20062007,5,4
270.0,20062007,4,11
270.0,20062007,3,3
270.0,20082009,1,3
270.0,20072008,1,6
270.0,20082009,2,4
270.0,20092010,3,6
270.0,20082009,4,4
270.0,20082009,5,3
270.0,20092010,K,9
270.0,20092010,1,1
270.0,20092010,2,4
270.0,20092010,4,7
270.0,20092010,5,5
270.0,20102011,K,9
270.0,20102011,1,10
270.0,20102011,2,3
270.0,20102011,3,4
270.0,20102011,4,6
270.0,20062007,1,5
270.0,20082009,3,5
270.0,20102011,5,6
270.0,20062007,K,5
270.0,20052006,4,3
270.0,20012002,K,2
270.0,20052006,5,8
270.0,20012002,2,6
270.0,20012002,3,5
270.0,20012002,4,3
270.0,20012002,5,8
270.0,20022003,K,8
270.0,20022003,1,2
270.0,20022003,2,11
270.0,20022003,3,6
270.0,20022003,4,7
270.0,20022003,5,3
270.0,20032004,K,4
270.0,20032004,1,9
270.0,20012002,1,12
270.0,20032004,3,10
270.0,20052006,3,8
270.0,20052006,2,3
270.0,20052006,1,5
270.0,20052006,K,3
270.0,20042005,4,9
270.0,20042005,5,7
270.0,20042005,2,8
270.0,20042005,1,4
270.0,20042005,K,4
270.0,20032004,5,8
270.0,20032004,4,7
270.0,20042005,3,2
270.0,20032004,2,2
272.0,20042005,K,25
272.0,20032004,3,29
272.0,20032004,4,37
272.0,20032004,5,29
272.0,20052006,K,24
272.0,20042005,2,18
272.0,20042005,3,31
272.0,20042005,4,32
272.0,20042005,5,33
272.0,20032004,2,30
272.0,20042005,1,26
272.0,20032004,1,20
272.0,20052006,1,23
272.0,20022003,5,17
272.0,20022003,4,33
272.0,20022003,3,32
272.0,20022003,2,31
272.0,20022003,1,27
272.0,20012002,5,34
272.0,20012002,4,20
272.0,20012002,3,29
272.0,20012002,2,37
272.0,20012002,1,36
272.0,20012002,K,19
272.0,20032004,K,24
272.0,20022003,K,22
272.0,20092010,4,29
272.0,20052006,4,27
272.0,20052006,3,21
272.0,20102011,5,30
272.0,20102011,4,22
272.0,20102011,3,24
272.0,20102011,2,25
272.0,20102011,1,24
272.0,20102011,K,30
272.0,20092010,5,29
272.0,20092010,3,20
272.0,20092010,2,24
272.0,20092010,1,28
272.0,20092010,K,24
272.0,20082009,5,19
272.0,20082009,4,24
272.0,20082009,3,27
272.0,20052006,2,22
272.0,20082009,1,21
272.0,20082009,2,17
272.0,20062007,1,27
272.0,20062007,2,26
272.0,20062007,3,22
272.0,20062007,4,20
272.0,20062007,5,27
272.0,20062007,K,17
272.0,20072008,1,18
272.0,20082009,K,26
272.0,20072008,K,21
272.0,20072008,5,22
272.0,20052006,5,30
272.0,20072008,3,23
272.0,20072008,2,26
272.0,20072008,4,23
274.0,20082009,2,25
274.0,20062007,3,31
274.0,20062007,4,30
274.0,20062007,5,21
274.0,20072008,1,26
274.0,20072008,2,29
274.0,20072008,3,29
274.0,20072008,4,28
274.0,20072008,5,27
274.0,20082009,K,26
274.0,20082009,1,33
274.0,20072008,K,24
274.0,20092010,3,23
274.0,20082009,4,34
274.0,20082009,5,24
274.0,20092010,K,27
274.0,20092010,1,26
274.0,20092010,2,33
274.0,20062007,2,32
274.0,20092010,4,30
274.0,20092010,5,35
274.0,20102011,K,31
274.0,20102011,1,31
274.0,20102011,2,32
274.0,20102011,3,37
274.0,20102011,4,28
274.0,20102011,5,35
274.0,20082009,3,35
274.0,20062007,1,28
274.0,20042005,5,25
274.0,20052006,5,28
274.0,20012002,K,18
274.0,20012002,1,22
274.0,20012002,2,23
274.0,20012002,3,29
274.0,20012002,4,15
274.0,20012002,5,24
274.0,20022003,K,20
274.0,20022003,1,22
274.0,20022003,2,25
274.0,20022003,3,20
274.0,20022003,4,27
274.0,20022003,5,17
274.0,20032004,K,19
274.0,20032004,1,23
274.0,20032004,2,22
274.0,20032004,4,20
274.0,20032004,5,26
274.0,20042005,K,23
274.0,20042005,1,25
274.0,20042005,2,26
274.0,20042005,3,17
274.0,20042005,4,21
274.0,20052006,K,33
274.0,20052006,1,24
274.0,20052006,2,33
274.0,20052006,3,29
274.0,20052006,4,20
274.0,20062007,K,27
274.0,20032004,3,20
276.0,20032004,5,18
276.0,20102011,2,44
276.0,20062007,2,40
276.0,20062007,3,32
276.0,20062007,4,29
276.0,20062007,5,44
276.0,20072008,K,22
276.0,20072008,1,33
276.0,20072008,2,32
276.0,20072008,3,39
276.0,20072008,4,30
276.0,20072008,5,35
276.0,20082009,K,37
276.0,20082009,1,32
276.0,20062007,1,33
276.0,20082009,2,37
276.0,20082009,4,34
276.0,20082009,5,34
276.0,20092010,K,46
276.0,20092010,1,43
276.0,20092010,2,34
276.0,20092010,3,37
276.0,20092010,4,34
276.0,20092010,5,34
276.0,20102011,K,51
276.0,20102011,4,39
276.0,20102011,5,31
276.0,20102011,3,31
276.0,20082009,3,33
276.0,20062007,K,29
276.0,20102011,1,49
276.0,20052006,4,41
276.0,20012002,K,36
276.0,20012002,1,37
276.0,20012002,2,30
276.0,20012002,3,25
276.0,20012002,4,27
276.0,20012002,5,33
276.0,20022003,K,23
276.0,20022003,1,41
276.0,20022003,2,32
276.0,20022003,3,27
276.0,20022003,4,22
276.0,20022003,5,27
276.0,20032004,K,23
276.0,20052006,5,28
276.0,20032004,2,43
276.0,20032004,1,26
276.0,20052006,3,26
276.0,20052006,2,29
276.0,20052006,1,40
276.0,20042005,5,29
276.0,20042005,4,29
276.0,20052006,K,32
276.0,20042005,2,24
276.0,20042005,1,27
276.0,20042005,K,40
276.0,20032004,4,27
276.0,20032004,3,30
276.0,20042005,3,40
278.0,20072008,3,21
278.0,20082009,K,35
278.0,20072008,5,21
278.0,20072008,4,25
278.0,20072008,2,22
278.0,20062007,2,21
278.0,20072008,K,26
278.0,20062007,5,19
278.0,20062007,4,27
278.0,20062007,3,27
278.0,20082009,1,30
278.0,20072008,1,21
278.0,20082009,2,25
278.0,20092010,3,26
278.0,20082009,4,22
278.0,20082009,5,22
278.0,20092010,K,32
278.0,20092010,1,34
278.0,20092010,2,31
278.0,20092010,4,26
278.0,20092010,5,24
278.0,20102011,K,46
278.0,20102011,1,32
278.0,20102011,2,32
278.0,20102011,3,27
278.0,20102011,4,25
278.0,20062007,1,25
278.0,20082009,3,26
278.0,20102011,5,25
278.0,20062007,K,19
278.0,20052006,4,19
278.0,20012002,K,20
278.0,20052006,5,30
278.0,20012002,1,24
278.0,20012002,2,20
278.0,20012002,3,21
278.0,20012002,4,27
278.0,20012002,5,23
278.0,20022003,K,29
278.0,20022003,1,20
278.0,20022003,2,27
278.0,20022003,3,22
278.0,20022003,4,22
278.0,20022003,5,27
278.0,20032004,K,22
278.0,20032004,3,30
278.0,20032004,2,18
278.0,20032004,1,29
278.0,20052006,3,29
278.0,20052006,1,27
278.0,20052006,K,13
278.0,20042005,5,21
278.0,20042005,4,33
278.0,20052006,2,26
278.0,20042005,2,27
278.0,20042005,1,23
278.0,20042005,K,25
278.0,20032004,5,21
278.0,20032004,4,21
278.0,20042005,3,14
280.0,20032004,4,13
280.0,20032004,5,7
280.0,20042005,K,11
280.0,20052006,1,10
280.0,20042005,1,15
280.0,20042005,4,10
280.0,20042005,3,17
280.0,20042005,5,11
280.0,20052006,K,12
280.0,20032004,3,15
280.0,20042005,2,10
280.0,20032004,2,20
280.0,20022003,1,14
280.0,20032004,K,16
280.0,20022003,5,11
280.0,20022003,4,7
280.0,20022003,3,12
280.0,20022003,2,13
280.0,20022003,K,9
280.0,20012002,5,8
280.0,20012002,4,11
280.0,20012002,3,9
280.0,20012002,2,14
280.0,20012002,1,13
280.0,20052006,2,13
280.0,20032004,1,13
280.0,20012002,K,10
280.0,20052006,3,8
280.0,20052006,5,10
280.0,20052006,4,16
280.0,20102011,5,12
280.0,20102011,4,14
280.0,20102011,3,16
280.0,20102011,2,9
280.0,20102011,K,13
280.0,20092010,5,10
280.0,20092010,4,13
280.0,20092010,3,13
280.0,20092010,2,18
280.0,20092010,1,11
280.0,20092010,K,20
280.0,20082009,5,15
280.0,20082009,4,13
280.0,20082009,3,11
280.0,20102011,1,16
280.0,20082009,1,17
280.0,20082009,2,11
280.0,20062007,1,11
280.0,20062007,2,13
280.0,20062007,3,13
280.0,20062007,4,8
280.0,20062007,5,12
280.0,20062007,K,8
280.0,20072008,1,10
280.0,20072008,K,13
280.0,20072008,5,10
280.0,20082009,K,13
280.0,20072008,3,12
280.0,20072008,2,10
280.0,20072008,4,14
282.0,20082009,2,25
282.0,20062007,4,24
282.0,20062007,5,31
282.0,20072008,K,27
282.0,20072008,1,23
282.0,20072008,2,31
282.0,20072008,3,27
282.0,20072008,4,24
282.0,20072008,5,24
282.0,20082009,K,20
282.0,20082009,1,33
282.0,20062007,3,27
282.0,20092010,3,30
282.0,20082009,4,23
282.0,20082009,5,22
282.0,20092010,K,22
282.0,20092010,1,23
282.0,20092010,2,37
282.0,20062007,2,29
282.0,20092010,4,26
282.0,20092010,5,21
282.0,20102011,K,25
282.0,20102011,1,29
282.0,20102011,2,20
282.0,20102011,3,36
282.0,20102011,4,29
282.0,20102011,5,33
282.0,20082009,3,29
282.0,20062007,1,33
282.0,20052006,K,31
282.0,20052006,5,11
282.0,20012002,K,31
282.0,20012002,1,22
282.0,20012002,2,19
282.0,20012002,3,20
282.0,20012002,4,27
282.0,20012002,5,25
282.0,20022003,K,27
282.0,20022003,1,36
282.0,20022003,2,19
282.0,20022003,3,20
282.0,20022003,4,17
282.0,20022003,5,25
282.0,20032004,K,27
282.0,20032004,1,30
282.0,20032004,2,34
282.0,20032004,4,17
282.0,20032004,5,15
282.0,20042005,K,26
282.0,20042005,1,25
282.0,20042005,2,29
282.0,20042005,3,32
282.0,20042005,4,10
282.0,20042005,5,16
282.0,20052006,1,28
282.0,20052006,2,33
282.0,20052006,3,23
282.0,20052006,4,34
282.0,20062007,K,20
282.0,20032004,3,14
284.0,20102011,3,31
284.0,20012002,K,32
284.0,20062007,K,33
284.0,20062007,1,44
284.0,20062007,2,31
284.0,20062007,3,23
284.0,20062007,4,31
284.0,20062007,5,32
284.0,20072008,K,34
284.0,20072008,1,38
284.0,20072008,2,43
284.0,20072008,3,30
284.0,20072008,4,25
284.0,20052006,5,28
284.0,20072008,5,34
284.0,20082009,1,34
284.0,20082009,2,36
284.0,20082009,3,46
284.0,20082009,4,29
284.0,20082009,5,25
284.0,20092010,K,40
284.0,20092010,1,46
284.0,20092010,2,33
284.0,20092010,3,35
284.0,20092010,4,48
284.0,20092010,5,32
284.0,20082009,K,38
284.0,20052006,4,34
284.0,20052006,3,34
284.0,20052006,2,26
284.0,20012002,1,23
284.0,20012002,2,38
284.0,20012002,3,27
284.0,20012002,4,26
284.0,20012002,5,31
284.0,20022003,K,30
284.0,20022003,1,30
284.0,20022003,2,25
284.0,20022003,3,39
284.0,20022003,4,31
284.0,20022003,5,26
284.0,20032004,K,32
284.0,20032004,1,35
284.0,20032004,2,26
284.0,20032004,3,26
284.0,20032004,4,34
284.0,20032004,5,33
284.0,20042005,K,38
284.0,20042005,1,35
284.0,20042005,2,30
284.0,20042005,3,28
284.0,20042005,4,28
284.0,20042005,5,34
284.0,20052006,K,37
284.0,20052006,1,34
284.0,20102011,2,45
284.0,20102011,K,49
284.0,20102011,1,47
284.0,20102011,4,45
284.0,20102011,5,47
286.0,20012002,1,51
286.0,20062007,2,57
286.0,20062007,3,58
286.0,20062007,4,34
286.0,20062007,5,43
286.0,20072008,K,62
286.0,20072008,1,47
286.0,20072008,2,50
286.0,20072008,3,58
286.0,20072008,4,55
286.0,20072008,5,34
286.0,20082009,K,30
286.0,20082009,1,65
286.0,20062007,1,57
286.0,20082009,3,53
286.0,20082009,5,52
286.0,20092010,K,59
286.0,20092010,1,41
286.0,20092010,2,70
286.0,20092010,3,49
286.0,20092010,4,59
286.0,20092010,5,45
286.0,20102011,K,53
286.0,20102011,1,63
286.0,20102011,2,46
286.0,20102011,3,64
286.0,20102011,4,59
286.0,20082009,4,52
286.0,20012002,K,51
286.0,20062007,K,43
286.0,20052006,4,47
286.0,20012002,2,58
286.0,20012002,3,39
286.0,20012002,4,46
286.0,20012002,5,45
286.0,20022003,K,53
286.0,20022003,1,55
286.0,20022003,2,46
286.0,20022003,3,57
286.0,20022003,4,43
286.0,20022003,5,46
286.0,20032004,K,60
286.0,20032004,1,54
286.0,20102011,5,55
286.0,20032004,2,51
286.0,20032004,4,49
286.0,20032004,5,42
286.0,20042005,K,57
286.0,20042005,1,68
286.0,20042005,2,51
286.0,20042005,3,49
286.0,20042005,4,44
286.0,20042005,5,42
286.0,20052006,K,56
286.0,20052006,1,57
286.0,20052006,2,63
286.0,20052006,3,40
286.0,20032004,3,51
286.0,20052006,5,39
286.0,20082009,2,48
288.0,20052006,3,23
288.0,20062007,1,15
288.0,20062007,2,14
288.0,20062007,3,8
288.0,20062007,4,20
288.0,20062007,5,19
288.0,20072008,K,17
288.0,20072008,1,12
288.0,20072008,2,17
288.0,20072008,3,9
288.0,20072008,4,8
288.0,20072008,5,20
288.0,20082009,K,18
288.0,20082009,1,17
288.0,20082009,2,13
288.0,20082009,3,15
288.0,20082009,4,12
288.0,20082009,5,11
288.0,20092010,K,8
288.0,20092010,1,23
288.0,20092010,2,18
288.0,20092010,3,15
288.0,20092010,4,14
288.0,20092010,5,11
288.0,20102011,K,19
288.0,20102011,1,12
288.0,20062007,K,15
288.0,20052006,5,20
288.0,20052006,4,19
288.0,20052006,2,9
288.0,20012002,K,17
288.0,20012002,1,16
288.0,20012002,2,9
288.0,20012002,3,9
288.0,20012002,4,11
288.0,20012002,5,12
288.0,20022003,K,20
288.0,20022003,1,20
288.0,20022003,2,15
288.0,20022003,3,10
288.0,20022003,4,8
288.0,20022003,5,15
288.0,20102011,2,23
288.0,20032004,K,13
288.0,20032004,2,20
288.0,20032004,3,16
288.0,20032004,4,11
288.0,20032004,5,9
288.0,20042005,K,12
288.0,20042005,1,9
288.0,20042005,2,22
288.0,20042005,3,18
288.0,20042005,4,19
288.0,20042005,5,10
288.0,20052006,K,11
288.0,20052006,1,16
288.0,20032004,1,21
288.0,20102011,3,14
288.0,20102011,4,16
288.0,20102011,5,14
290.0,20062007,1,8
290.0,20062007,2,7
290.0,20062007,3,8
290.0,20062007,4,7
290.0,20062007,5,5
290.0,20072008,K,14
290.0,20072008,1,16
290.0,20072008,2,7
290.0,20072008,3,9
290.0,20072008,4,10
290.0,20072008,5,6
290.0,20082009,K,6
290.0,20082009,1,14
290.0,20082009,2,13
290.0,20082009,3,7
290.0,20082009,4,8
290.0,20082009,5,10
290.0,20092010,K,12
290.0,20092010,1,8
290.0,20092010,2,14
290.0,20092010,3,12
290.0,20092010,4,5
290.0,20092010,5,5
290.0,20102011,K,15
290.0,20102011,1,16
290.0,20102011,5,4
290.0,20102011,4,12
290.0,20062007,K,15
290.0,20052006,5,7
290.0,20102011,2,8
290.0,20052006,4,8
290.0,20102011,3,13
290.0,20012002,1,7
290.0,20012002,2,5
290.0,20012002,3,10
290.0,20012002,4,7
290.0,20012002,5,9
290.0,20022003,K,8
290.0,20022003,1,10
290.0,20022003,2,6
290.0,20022003,3,5
290.0,20022003,4,10
290.0,20022003,5,7
290.0,20032004,K,6
290.0,20032004,1,11
290.0,20012002,K,6
290.0,20032004,3,10
290.0,20052006,3,6
290.0,20052006,2,6
290.0,20052006,1,11
290.0,20052006,K,6
290.0,20032004,2,9
290.0,20042005,4,7
290.0,20042005,5,7
290.0,20042005,2,11
290.0,20042005,1,5
290.0,20042005,K,13
290.0,20032004,5,10
290.0,20032004,4,7
290.0,20042005,3,8
292.0,20102011,K,26
292.0,20102011,1,28
292.0,20102011,2,33
292.0,20102011,3,22
292.0,20062007,2,23
292.0,20102011,5,21
292.0,20072008,K,17
292.0,20062007,5,17
292.0,20062007,4,22
292.0,20062007,3,27
292.0,20102011,4,25
292.0,20092010,5,26
292.0,20082009,4,21
292.0,20092010,3,27
292.0,20092010,2,23
292.0,20092010,1,31
292.0,20092010,K,25
292.0,20082009,5,22
292.0,20082009,3,22
292.0,20082009,2,28
292.0,20082009,1,21
292.0,20082009,K,25
292.0,20072008,5,23
292.0,20072008,4,24
292.0,20072008,3,20
292.0,20062007,1,33
292.0,20092010,4,22
292.0,20062007,K,23
292.0,20032004,3,18
292.0,20052006,4,19
292.0,20012002,1,16
292.0,20012002,2,29
292.0,20012002,3,24
292.0,20012002,4,26
292.0,20012002,5,24
292.0,20022003,K,24
292.0,20022003,1,27
292.0,20022003,2,16
292.0,20022003,3,26
292.0,20022003,4,25
292.0,20022003,5,26
292.0,20032004,K,22
292.0,20032004,1,29
292.0,20072008,2,26
292.0,20032004,2,23
292.0,20032004,4,23
292.0,20032004,5,27
292.0,20042005,K,27
292.0,20042005,1,26
292.0,20042005,2,26
292.0,20042005,3,21
292.0,20042005,4,17
292.0,20042005,5,24
292.0,20052006,K,29
292.0,20052006,1,26
292.0,20052006,2,27
292.0,20052006,3,27
292.0,20052006,5,15
292.0,20012002,K,26
292.0,20072008,1,26
294.0,20102011,K,13
294.0,20062007,1,4
294.0,20062007,K,10
294.0,20052006,5,9
294.0,20052006,4,9
294.0,20052006,3,7
294.0,20052006,2,11
294.0,20052006,1,9
294.0,20052006,K,4
294.0,20042005,5,6
294.0,20042005,4,8
294.0,20042005,3,10
294.0,20042005,2,4
294.0,20042005,1,11
294.0,20042005,K,6
294.0,20032004,5,19
294.0,20062007,2,7
294.0,20062007,3,10
294.0,20062007,4,9
294.0,20062007,5,12
294.0,20092010,5,3
294.0,20092010,3,9
294.0,20092010,2,6
294.0,20092010,K,6
294.0,20082009,5,10
294.0,20082009,4,3
294.0,20082009,3,4
294.0,20032004,4,5
294.0,20082009,2,10
294.0,20082009,K,7
294.0,20072008,5,11
294.0,20072008,4,9
294.0,20072008,3,4
294.0,20072008,2,4
294.0,20072008,1,8
294.0,20072008,K,6
294.0,20082009,1,7
294.0,20032004,3,10
294.0,20092010,1,7
294.0,20032004,1,6
294.0,20092010,4,3
294.0,20102011,3,6
294.0,20102011,2,5
294.0,20102011,5,3
294.0,20102011,1,5
294.0,20012002,K,5
294.0,20012002,1,14
294.0,20012002,2,3
294.0,20012002,3,17
294.0,20032004,2,8
294.0,20012002,5,7
294.0,20032004,K,10
294.0,20022003,5,10
294.0,20022003,4,18
294.0,20012002,4,10
294.0,20102011,4,9
294.0,20022003,2,14
294.0,20022003,1,6
294.0,20022003,K,6
294.0,20022003,3,5
296.0,20062007,4,11
296.0,20062007,5,6
296.0,20072008,K,10
296.0,20072008,1,12
296.0,20062007,2,11
296.0,20072008,3,10
296.0,20072008,4,14
296.0,20072008,5,12
296.0,20082009,K,8
296.0,20082009,1,10
296.0,20082009,2,12
296.0,20072008,2,10
296.0,20092010,2,9
296.0,20082009,4,9
296.0,20082009,5,13
296.0,20092010,K,9
296.0,20092010,1,12
296.0,20062007,1,9
296.0,20092010,3,14
296.0,20092010,4,10
296.0,20092010,5,16
296.0,20102011,K,11
296.0,20102011,1,13
296.0,20102011,2,11
296.0,20102011,3,11
296.0,20102011,4,14
296.0,20102011,5,11
296.0,20082009,3,9
296.0,20062007,K,14
296.0,20062007,3,12
296.0,20052006,4,6
296.0,20032004,3,9
296.0,20032004,2,10
296.0,20052006,5,11
296.0,20032004,K,13
296.0,20022003,5,10
296.0,20022003,4,8
296.0,20022003,3,9
296.0,20022003,2,8
296.0,20022003,1,8
296.0,20022003,K,10
296.0,20012002,5,11
296.0,20012002,4,9
296.0,20012002,3,13
296.0,20012002,2,14
296.0,20032004,1,10
296.0,20012002,K,7
296.0,20052006,2,15
296.0,20052006,1,12
296.0,20052006,K,10
296.0,20042005,4,12
296.0,20042005,3,8
296.0,20042005,5,12
296.0,20042005,1,16
296.0,20042005,K,11
296.0,20032004,5,9
296.0,20032004,4,11
296.0,20052006,3,11
296.0,20042005,2,8
296.0,20012002,1,12
298.0,20062007,K,1
298.0,20102011,K,1
421.0,20062007,2,1
421.0,20072008,3,1
421.0,20082009,4,1
428.0,20012002,5,1
428.0,20012002,2,1
428.0,20012002,K,1
430.0,20012002,1,27
430.0,20032004,4,29
430.0,20032004,3,24
430.0,20032004,2,25
430.0,20032004,1,20
430.0,20032004,K,19
430.0,20022003,5,26
430.0,20022003,4,26
430.0,20032004,5,28
430.0,20022003,2,24
430.0,20022003,1,29
430.0,20022003,K,17
430.0,20012002,5,22
430.0,20012002,4,26
430.0,20012002,3,30
430.0,20012002,2,29
430.0,20022003,3,29
430.0,20042005,K,24
430.0,20012002,K,29
430.0,20042005,2,21
430.0,20082009,K,29
430.0,20082009,1,20
430.0,20082009,2,21
430.0,20082009,3,24
430.0,20082009,4,22
430.0,20082009,5,19
430.0,20092010,K,20
430.0,20092010,1,33
430.0,20072008,5,23
430.0,20092010,2,25
430.0,20092010,4,24
430.0,20092010,5,22
430.0,20102011,1,22
430.0,20102011,2,35
430.0,20102011,3,25
430.0,20102011,4,23
430.0,20102011,5,18
430.0,20042005,1,17
430.0,20092010,3,23
430.0,20072008,4,17
430.0,20102011,K,29
430.0,20052006,K,25
430.0,20042005,3,22
430.0,20042005,4,25
430.0,20042005,5,26
430.0,20052006,1,25
430.0,20052006,2,21
430.0,20052006,3,21
430.0,20052006,5,21
430.0,20062007,K,19
430.0,20052006,4,27
430.0,20062007,2,25
430.0,20062007,3,16
430.0,20062007,4,21
430.0,20062007,5,27
430.0,20072008,K,17
430.0,20072008,1,21
430.0,20072008,2,22
430.0,20062007,1,20
430.0,20072008,3,23
432.0,20092010,5,8
432.0,20092010,1,15
432.0,20092010,2,22
432.0,20092010,3,11
432.0,20092010,4,19
432.0,20062007,2,4
432.0,20062007,1,23
432.0,20102011,1,13
432.0,20102011,2,16
432.0,20102011,3,22
432.0,20092010,K,13
432.0,20102011,4,12
432.0,20102011,K,18
432.0,20082009,5,17
432.0,20072008,2,22
432.0,20082009,3,19
432.0,20082009,2,13
432.0,20082009,1,18
432.0,20082009,K,16
432.0,20072008,5,11
432.0,20072008,4,18
432.0,20072008,3,5
432.0,20072008,1,11
432.0,20072008,K,19
432.0,20062007,5,13
432.0,20062007,4,11
432.0,20062007,3,19
432.0,20102011,5,16
432.0,20082009,4,6
432.0,20062007,K,10
432.0,20032004,K,16
432.0,20032004,2,21
432.0,20012002,3,15
432.0,20012002,4,14
432.0,20012002,5,15
432.0,20022003,K,15
432.0,20022003,1,22
432.0,20022003,2,13
432.0,20022003,3,16
432.0,20022003,4,16
432.0,20022003,5,19
432.0,20052006,5,15
432.0,20032004,1,14
432.0,20012002,K,20
432.0,20012002,2,16
432.0,20032004,3,11
432.0,20032004,5,15
